Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Kepulauan Anambas,2024,Buah,Salak,122.0,False,Lainnya,Rendah,488.0,6344.0
Kota Batam,2024,Buah,Salak,432.0,False,Lainnya,Rendah,1728.0,22464.0
Kota Tanjung Pinang,2024,Buah,Salak,187.0,False,Lainnya,Rendah,748.0,9724.0
Kep. Seribu,2024,Buah,Salak,393.0,False,Lainnya,Rendah,1572.0,20436.0
Kota Jakarta Selatan,2024,Buah,Salak,515.0,False,Lainnya,Sedang,2060.0,26780.0
Kota Jakarta Timur,2024,Buah,Salak,447.0,False,Lainnya,Rendah,1788.0,23244.0
Kota Jakarta Pusat,2024,Buah,Salak,351.0,False,Lainnya,Rendah,1404.0,18252.0
Kota Jakarta Barat,2024,Buah,Salak,270.0,False,Lainnya,Rendah,1080.0,14040.0
Kota Jakarta Utara,2024,Buah,Salak,379.0,False,Lainnya,Rendah,1516.0,19708.0
Bogor,2024,Buah,Salak,346.0,False,Lainnya,Rendah,1384.0,17992.0
Sukabumi,2024,Buah,Salak,186.0,False,Lainnya,Rendah,744.0,9672.0
Cianjur,2024,Buah,Salak,289.0,False,Lainnya,Rendah,1156.0,15028.0
Bandung,2024,Buah,Salak,229.0,False,Lainnya,Rendah,916.0,11908.0
Garut,2024,Buah,Salak,153.0,False,Lainnya,Rendah,612.0,7956.0
Tasikmalaya,2024,Buah,Salak,195.0,False,Lainnya,Rendah,780.0,10140.0
Ciamis,2024,Buah,Salak,243.0,False,Lainnya,Rendah,972.0,12636.0
Kuningan,2024,Buah,Salak,215.0,False,Lainnya,Rendah,860.0,11180.0
Cirebon,2024,Buah,Salak,454.0,False,Lainnya,Rendah,1816.0,23608.0
Majalengka,2024,Buah,Salak,334.0,False,Lainnya,Rendah,1336.0,17368.0
Sumedang,2024,Buah,Salak,174.0,False,Lainnya,Rendah,696.0,9048.0
Indramayu,2024,Buah,Salak,743.0,False,Lainnya,Sedang,2972.0,38636.0
Subang,2024,Buah,Salak,490.0,False,Lainnya,Rendah,1960.0,25480.0
Purwakarta,2024,Buah,Salak,394.0,False,Lainnya,Rendah,1576.0,20488.0
Karawang,2024,Buah,Salak,521.0,False,Lainnya,Sedang,2084.0,27092.0
Bekasi,2024,Buah,Salak,412.0,False,Lainnya,Rendah,1648.0,21424.0
Bandung Barat,2024,Buah,Salak,209.0,False,Lainnya,Rendah,836.0,10868.0
Pangandaran,2024,Buah,Salak,214.0,False,Lainnya,Rendah,856.0,11128.0
Kota Bogor,2024,Buah,Salak,455.0,False,Lainnya,Rendah,1820.0,23660.0
Kota Sukabumi,2024,Buah,Salak,190.0,False,Lainnya,Rendah,760.0,9880.0
Kota Bandung,2024,Buah,Salak,349.0,False,Lainnya,Rendah,1396.0,18148.0
Kota Cirebon,2024,Buah,Salak,405.0,False,Lainnya,Rendah,1620.0,21060.0
Kota Bekasi,2024,Buah,Salak,492.0,False,Lainnya,Rendah,1968.0,25584.0
Kota Depok,2024,Buah,Salak,614.0,False,Lainnya,Sedang,2456.0,31928.0
Kota Cimahi,2024,Buah,Salak,309.0,False,Lainnya,Rendah,1236.0,16068.0
Kota Tasikmalaya,2024,Buah,Salak,251.0,False,Lainnya,Rendah,1004.0,13052.0
Kota Banjar,2024,Buah,Salak,344.0,False,Lainnya,Rendah,1376.0,17888.0
Cilacap,2024,Buah,Salak,296.0,False,Lainnya,Rendah,1184.0,15392.0
Banyumas,2024,Buah,Salak,343.0,False,Lainnya,Rendah,1372.0,17836.0
Purbalingga,2024,Buah,Salak,259.0,False,Lainnya,Rendah,1036.0,13468.0
Banjarnegara,2024,Buah,Salak,233.0,False,Lainnya,Rendah,932.0,12116.0
Kebumen,2024,Buah,Salak,346.0,False,Lainnya,Rendah,1384.0,17992.0
Purworejo,2024,Buah,Salak,226.0,False,Lainnya,Rendah,904.0,11752.0
Wonosobo,2024,Buah,Salak,219.0,False,Lainnya,Rendah,876.0,11388.0
Magelang,2024,Buah,Salak,182.0,False,Lainnya,Rendah,728.0,9464.0
Boyolali,2024,Buah,Salak,223.0,False,Lainnya,Rendah,892.0,11596.0
Klaten,2024,Buah,Salak,207.0,False,Lainnya,Rendah,828.0,10764.0
Sukoharjo,2024,Buah,Salak,303.0,False,Lainnya,Rendah,1212.0,15756.0
Wonogiri,2024,Buah,Salak,207.0,False,Lainnya,Rendah,828.0,10764.0
Karanganyar,2024,Buah,Salak,257.0,False,Lainnya,Rendah,1028.0,13364.0
Sragen,2024,Buah,Salak,517.0,False,Lainnya,Sedang,2068.0,26884.0
Grobogan,2024,Buah,Salak,436.0,False,Lainnya,Rendah,1744.0,22672.0
Blora,2024,Buah,Salak,378.0,False,Lainnya,Rendah,1512.0,19656.0
Rembang,2024,Buah,Salak,640.0,False,Lainnya,Sedang,2560.0,33280.0
Pati,2024,Buah,Salak,588.0,False,Lainnya,Sedang,2352.0,30576.0
Kudus,2024,Buah,Salak,316.0,False,Lainnya,Rendah,1264.0,16432.0
Jepara,2024,Buah,Salak,414.0,False,Lainnya,Rendah,1656.0,21528.0
Demak,2024,Buah,Salak,408.0,False,Lainnya,Rendah,1632.0,21216.0
Semarang,2024,Buah,Salak,387.0,False,Lainnya,Rendah,1548.0,20124.0
Temanggung,2024,Buah,Salak,219.0,False,Lainnya,Rendah,876.0,11388.0
Kendal,2024,Buah,Salak,224.0,False,Lainnya,Rendah,896.0,11648.0
Batang,2024,Buah,Salak,349.0,False,Lainnya,Rendah,1396.0,18148.0
Pekalongan,2024,Buah,Salak,389.0,False,Lainnya,Rendah,1556.0,20228.0
Pemalang,2024,Buah,Salak,458.0,False,Lainnya,Rendah,1832.0,23816.0
Tegal,2024,Buah,Salak,264.0,False,Lainnya,Rendah,1056.0,13728.0
Brebes,2024,Buah,Salak,319.0,False,Lainnya,Rendah,1276.0,16588.0
Kota Magelang,2024,Buah,Salak,344.0,False,Lainnya,Rendah,1376.0,17888.0
Kota Surakarta,2024,Buah,Salak,311.0,False,Lainnya,Rendah,1244.0,16172.0
Kota Salatiga,2024,Buah,Salak,363.0,False,Lainnya,Rendah,1452.0,18876.0
Kota Semarang,2024,Buah,Salak,456.0,False,Lainnya,Rendah,1824.0,23712.0
Kota Pekalongan,2024,Buah,Salak,420.0,False,Lainnya,Rendah,1680.0,21840.0
Kota Tegal,2024,Buah,Salak,316.0,False,Lainnya,Rendah,1264.0,16432.0
Kulon Progo,2024,Buah,Salak,210.0,False,Lainnya,Rendah,840.0,10920.0
Bantul,2024,Buah,Salak,311.0,False,Lainnya,Rendah,1244.0,16172.0
Gunung Kidul,2024,Buah,Salak,271.0,False,Lainnya,Rendah,1084.0,14092.0
Sleman,2024,Buah,Salak,313.0,False,Lainnya,Rendah,1252.0,16276.0
Kota Yogyakarta,2024,Buah,Salak,240.0,False,Lainnya,Rendah,960.0,12480.0
Pacitan,2024,Buah,Salak,201.0,False,Lainnya,Rendah,804.0,10452.0
Ponorogo,2024,Buah,Salak,311.0,False,Lainnya,Rendah,1244.0,16172.0
Trenggalek,2024,Buah,Salak,200.0,False,Lainnya,Rendah,800.0,10400.0
Tulungagung,2024,Buah,Salak,294.0,False,Lainnya,Rendah,1176.0,15288.0
Blitar,2024,Buah,Salak,234.0,False,Lainnya,Rendah,936.0,12168.0
Kediri,2024,Buah,Salak,330.0,False,Lainnya,Rendah,1320.0,17160.0
Malang,2024,Buah,Salak,268.0,False,Lainnya,Rendah,1072.0,13936.0
Lumajang,2024,Buah,Salak,595.0,False,Lainnya,Sedang,2380.0,30940.0
Jember,2024,Buah,Salak,516.0,False,Lainnya,Sedang,2064.0,26832.0
Banyuwangi,2024,Buah,Salak,815.0,False,Lainnya,Sedang,3260.0,42380.0
Bondowoso,2024,Buah,Salak,433.0,False,Lainnya,Rendah,1732.0,22516.0
Situbondo,2024,Buah,Salak,373.0,False,Lainnya,Rendah,1492.0,19396.0
Probolinggo,2024,Buah,Salak,456.0,False,Lainnya,Rendah,1824.0,23712.0
Pasuruan,2024,Buah,Salak,456.0,False,Lainnya,Rendah,1824.0,23712.0
Sidoarjo,2024,Buah,Salak,666.0,False,Lainnya,Sedang,2664.0,34632.0
Mojokerto,2024,Buah,Salak,499.0,False,Lainnya,Rendah,1996.0,25948.0
Jombang,2024,Buah,Salak,538.0,False,Lainnya,Sedang,2152.0,27976.0
Nganjuk,2024,Buah,Salak,323.0,False,Lainnya,Rendah,1292.0,16796.0
Madiun,2024,Buah,Salak,300.0,False,Lainnya,Rendah,1200.0,15600.0
Magetan,2024,Buah,Salak,229.0,False,Lainnya,Rendah,916.0,11908.0
Ngawi,2024,Buah,Salak,477.0,False,Lainnya,Rendah,1908.0,24804.0
Bojonegoro,2024,Buah,Salak,593.0,False,Lainnya,Sedang,2372.0,30836.0
Tuban,2024,Buah,Salak,570.0,False,Lainnya,Sedang,2280.0,29640.0
Lamongan,2024,Buah,Salak,550.0,False,Lainnya,Sedang,2200.0,28600.0
Gresik,2024,Buah,Salak,688.0,False,Lainnya,Sedang,2752.0,35776.0
Bangkalan,2024,Buah,Salak,494.0,False,Lainnya,Rendah,1976.0,25688.0
Sampang,2024,Buah,Salak,440.0,False,Lainnya,Rendah,1760.0,22880.0
Pamekasan,2024,Buah,Salak,315.0,False,Lainnya,Rendah,1260.0,16380.0
Sumenep,2024,Buah,Salak,658.0,False,Lainnya,Sedang,2632.0,34216.0
Kota Kediri,2024,Buah,Salak,562.0,False,Lainnya,Sedang,2248.0,29224.0
Kota Blitar,2024,Buah,Salak,209.0,False,Lainnya,Rendah,836.0,10868.0
Kota Malang,2024,Buah,Salak,356.0,False,Lainnya,Rendah,1424.0,18512.0
Kota Probolinggo,2024,Buah,Salak,422.0,False,Lainnya,Rendah,1688.0,21944.0
Kota Pasuruan,2024,Buah,Salak,457.0,False,Lainnya,Rendah,1828.0,23764.0
Kota Mojokerto,2024,Buah,Salak,343.0,False,Lainnya,Rendah,1372.0,17836.0
Kota Madiun,2024,Buah,Salak,508.0,False,Lainnya,Sedang,2032.0,26416.0
Kota Surabaya,2024,Buah,Salak,666.0,False,Lainnya,Sedang,2664.0,34632.0
Kota Batu,2024,Buah,Salak,282.0,False,Lainnya,Rendah,1128.0,14664.0
Pandeglang,2024,Buah,Salak,253.0,False,Lainnya,Rendah,1012.0,13156.0
Lebak,2024,Buah,Salak,367.0,False,Lainnya,Rendah,1468.0,19084.0
Tangerang,2024,Buah,Salak,321.0,False,Lainnya,Rendah,1284.0,16692.0
Serang,2024,Buah,Salak,553.0,False,Lainnya,Sedang,2212.0,28756.0
Kota Tangerang,2024,Buah,Salak,430.0,False,Lainnya,Rendah,1720.0,22360.0
Kota Cilegon,2024,Buah,Salak,468.0,False,Lainnya,Rendah,1872.0,24336.0
Kota Serang,2024,Buah,Salak,486.0,False,Lainnya,Rendah,1944.0,25272.0
Kota Tangerang Selatan,2024,Buah,Salak,485.0,False,Lainnya,Rendah,1940.0,25220.0
Jembrana,2024,Buah,Salak,855.0,False,Lainnya,Sedang,3420.0,44460.0
Tabanan,2024,Buah,Salak,1036.0,False,Lainnya,Tinggi,4144.0,53872.0
Badung,2024,Buah,Salak,825.0,False,Lainnya,Sedang,3300.0,42900.0
Gianyar,2024,Buah,Salak,1220.0,False,Lainnya,Tinggi,4880.0,63440.0
Klungkung,2024,Buah,Salak,598.0,False,Lainnya,Sedang,2392.0,31096.0
Bangli,2024,Buah,Salak,1680.0,False,Lainnya,Tinggi,6720.0,87360.0
Karangasem,2024,Buah,Salak,793.0,False,Lainnya,Sedang,3172.0,41236.0
Buleleng,2024,Buah,Salak,536.0,False,Lainnya,Sedang,2144.0,27872.0
Kota Denpasar,2024,Buah,Salak,656.0,False,Lainnya,Sedang,2624.0,34112.0
Lombok Barat,2024,Buah,Salak,885.0,False,Lainnya,Sedang,3540.0,46020.0
Lombok Tengah,2024,Buah,Salak,1161.0,False,Lainnya,Tinggi,4644.0,60372.0
Lombok Timur,2024,Buah,Salak,1179.0,False,Lainnya,Tinggi,4716.0,61308.0
Sumbawa,2024,Buah,Salak,1092.0,False,Lainnya,Tinggi,4368.0,56784.0
Dompu,2024,Buah,Salak,952.0,False,Lainnya,Sedang,3808.0,49504.0
Bima,2024,Buah,Salak,873.0,False,Lainnya,Sedang,3492.0,45396.0
Sumbawa Barat,2024,Buah,Salak,1281.0,False,Lainnya,Tinggi,5124.0,66612.0
Lombok Utara,2024,Buah,Salak,400.0,False,Lainnya,Rendah,1600.0,20800.0
Kota Mataram,2024,Buah,Salak,1057.0,False,Lainnya,Tinggi,4228.0,54964.0
Kota Bima,2024,Buah,Salak,1303.0,False,Lainnya,Tinggi,5212.0,67756.0
Sumba Barat,2024,Buah,Salak,17.0,False,Lainnya,Sangat Rendah,68.0,884.0
Sumba Timur,2024,Buah,Salak,69.0,False,Lainnya,Sangat Rendah,276.0,3588.0
Kupang,2024,Buah,Salak,48.0,False,Lainnya,Sangat Rendah,192.0,2496.0
Timor Tengah Selatan,2024,Buah,Salak,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Timor Tengah Utara,2024,Buah,Salak,12.0,False,Lainnya,Sangat Rendah,48.0,624.0
Belu,2024,Buah,Salak,17.0,False,Lainnya,Sangat Rendah,68.0,884.0
Alor,2024,Buah,Salak,1.0,False,Lainnya,Sangat Rendah,4.0,52.0
Lembata,2024,Buah,Salak,93.0,False,Lainnya,Sangat Rendah,372.0,4836.0
Flores Timur,2024,Buah,Salak,157.0,False,Lainnya,Rendah,628.0,8164.0
Sikka,2024,Buah,Salak,190.0,False,Lainnya,Rendah,760.0,9880.0
Ende,2024,Buah,Salak,117.0,False,Lainnya,Rendah,468.0,6084.0
Ngada,2024,Buah,Salak,112.0,False,Lainnya,Rendah,448.0,5824.0
Manggarai,2024,Buah,Salak,89.0,False,Lainnya,Sangat Rendah,356.0,4628.0
Rote Ndao,2024,Buah,Salak,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Manggarai Barat,2024,Buah,Salak,140.0,False,Lainnya,Rendah,560.0,7280.0
Sumba Tengah,2024,Buah,Salak,10.0,False,Lainnya,Sangat Rendah,40.0,520.0
Sumba Barat Daya,2024,Buah,Salak,31.0,False,Lainnya,Sangat Rendah,124.0,1612.0
Nagekeo,2024,Buah,Salak,109.0,False,Lainnya,Rendah,436.0,5668.0
Manggarai Timur,2024,Buah,Salak,120.0,False,Lainnya,Rendah,480.0,6240.0
Sabu Raijua,2024,Buah,Salak,72.0,False,Lainnya,Sangat Rendah,288.0,3744.0
Malaka,2024,Buah,Salak,7.0,False,Lainnya,Sangat Rendah,28.0,364.0
Kota Kupang,2024,Buah,Salak,141.0,False,Lainnya,Rendah,564.0,7332.0
Sambas,2024,Buah,Salak,127.0,False,Lainnya,Rendah,508.0,6604.0
Bengkayang,2024,Buah,Salak,78.0,False,Lainnya,Sangat Rendah,312.0,4056.0
Landak,2024,Buah,Salak,154.0,False,Lainnya,Rendah,616.0,8008.0
Mempawah,2024,Buah,Salak,22.0,False,Lainnya,Sangat Rendah,88.0,1144.0
Sanggau,2024,Buah,Salak,45.0,False,Lainnya,Sangat Rendah,180.0,2340.0
Ketapang,2024,Buah,Salak,78.0,False,Lainnya,Sangat Rendah,312.0,4056.0
Sintang,2024,Buah,Salak,160.0,False,Lainnya,Rendah,640.0,8320.0
Kapuas Hulu,2024,Buah,Salak,64.0,False,Lainnya,Sangat Rendah,256.0,3328.0
Sekadau,2024,Buah,Salak,153.0,False,Lainnya,Rendah,612.0,7956.0
Melawi,2024,Buah,Salak,94.0,False,Lainnya,Sangat Rendah,376.0,4888.0
Kayong Utara,2024,Buah,Salak,95.0,False,Lainnya,Sangat Rendah,380.0,4940.0
Kubu Raya,2024,Buah,Salak,61.0,False,Lainnya,Sangat Rendah,244.0,3172.0
Kota Pontianak,2024,Buah,Salak,85.0,False,Lainnya,Sangat Rendah,340.0,4420.0
Kota Singkawang,2024,Buah,Salak,70.0,False,Lainnya,Sangat Rendah,280.0,3640.0
Kotawaringin Barat,2024,Buah,Salak,153.0,False,Lainnya,Rendah,612.0,7956.0
Kotawaringin Timur,2024,Buah,Salak,149.0,False,Lainnya,Rendah,596.0,7748.0
Kapuas,2024,Buah,Salak,137.0,False,Lainnya,Rendah,548.0,7124.0
Barito Selatan,2024,Buah,Salak,93.0,False,Lainnya,Sangat Rendah,372.0,4836.0
Barito Utara,2024,Buah,Salak,105.0,False,Lainnya,Rendah,420.0,5460.0
Sukamara,2024,Buah,Salak,73.0,False,Lainnya,Sangat Rendah,292.0,3796.0
Lamandau,2024,Buah,Salak,132.0,False,Lainnya,Rendah,528.0,6864.0
Seruyan,2024,Buah,Salak,97.0,False,Lainnya,Sangat Rendah,388.0,5044.0
Katingan,2024,Buah,Salak,130.0,False,Lainnya,Rendah,520.0,6760.0
Pulang Pisau,2024,Buah,Salak,50.0,False,Lainnya,Sangat Rendah,200.0,2600.0
Gunung Mas,2024,Buah,Salak,119.0,False,Lainnya,Rendah,476.0,6188.0
Barito Timur,2024,Buah,Salak,93.0,False,Lainnya,Sangat Rendah,372.0,4836.0
Murung Raya,2024,Buah,Salak,146.0,False,Lainnya,Rendah,584.0,7592.0
Kota Palangka Raya,2024,Buah,Salak,155.0,False,Lainnya,Rendah,620.0,8060.0
Tanah Laut,2024,Buah,Salak,115.0,False,Lainnya,Rendah,460.0,5980.0
Kota Baru,2024,Buah,Salak,108.0,False,Lainnya,Rendah,432.0,5616.0
Banjar,2024,Buah,Salak,57.0,False,Lainnya,Sangat Rendah,228.0,2964.0
Barito Kuala,2024,Buah,Salak,190.0,False,Lainnya,Rendah,760.0,9880.0
Tapin,2024,Buah,Salak,67.0,False,Lainnya,Sangat Rendah,268.0,3484.0
Hulu Sungai Selatan,2024,Buah,Salak,9.0,False,Lainnya,Sangat Rendah,36.0,468.0
Hulu Sungai Tengah,2024,Buah,Salak,106.0,False,Lainnya,Rendah,424.0,5512.0
Hulu Sungai Utara,2024,Buah,Salak,47.0,False,Lainnya,Sangat Rendah,188.0,2444.0
Tabalong,2024,Buah,Salak,148.0,False,Lainnya,Rendah,592.0,7696.0
Tanah Bumbu,2024,Buah,Salak,220.0,False,Lainnya,Rendah,880.0,11440.0
Balangan,2024,Buah,Salak,34.0,False,Lainnya,Sangat Rendah,136.0,1768.0
Kota Banjarmasin,2024,Buah,Salak,183.0,False,Lainnya,Rendah,732.0,9516.0
Kota Banjar Baru,2024,Buah,Salak,108.0,False,Lainnya,Rendah,432.0,5616.0
Paser,2024,Buah,Salak,17.0,False,Lainnya,Sangat Rendah,68.0,884.0
Kutai Barat,2024,Buah,Salak,34.0,False,Lainnya,Sangat Rendah,136.0,1768.0
Kutai Kartanegara,2024,Buah,Salak,111.0,False,Lainnya,Rendah,444.0,5772.0
Kutai Timur,2024,Buah,Salak,132.0,False,Lainnya,Rendah,528.0,6864.0
Berau,2024,Buah,Salak,15.0,False,Lainnya,Sangat Rendah,60.0,780.0
Penajam Paser Utara,2024,Buah,Salak,35.0,False,Lainnya,Sangat Rendah,140.0,1820.0
Mahakam Ulu,2024,Buah,Salak,23.0,False,Lainnya,Sangat Rendah,92.0,1196.0
Kota Balikpapan,2024,Buah,Salak,91.0,False,Lainnya,Sangat Rendah,364.0,4732.0
Kota Samarinda,2024,Buah,Salak,79.0,False,Lainnya,Sangat Rendah,316.0,4108.0
Kota Bontang,2024,Buah,Salak,149.0,False,Lainnya,Rendah,596.0,7748.0
Malinau,2024,Buah,Salak,4.0,False,Lainnya,Sangat Rendah,16.0,208.0
Bulungan,2024,Buah,Salak,40.0,False,Lainnya,Sangat Rendah,160.0,2080.0
Tana Tidung,2024,Buah,Salak,87.0,False,Lainnya,Sangat Rendah,348.0,4524.0
Nunukan,2024,Buah,Salak,20.0,False,Lainnya,Sangat Rendah,80.0,1040.0
Kota Tarakan,2024,Buah,Salak,49.0,False,Lainnya,Sangat Rendah,196.0,2548.0
Bolaang Mongondow,2024,Buah,Salak,138.0,False,Lainnya,Rendah,552.0,7176.0
Minahasa,2024,Buah,Salak,147.0,False,Lainnya,Rendah,588.0,7644.0
Kepulauan Sangihe,2024,Buah,Salak,24.0,False,Lainnya,Sangat Rendah,96.0,1248.0
Kepulauan Talaud,2024,Buah,Salak,74.0,False,Lainnya,Sangat Rendah,296.0,3848.0
Minahasa Selatan,2024,Buah,Salak,88.0,False,Lainnya,Sangat Rendah,352.0,4576.0
Minahasa Utara,2024,Buah,Salak,77.0,False,Lainnya,Sangat Rendah,308.0,4004.0
Bolaang Mongondow Utara,2024,Buah,Salak,10.0,False,Lainnya,Sangat Rendah,40.0,520.0
Siau Tagulandang Biaro,2024,Buah,Salak,206.0,False,Lainnya,Rendah,824.0,10712.0
Minahasa Tenggara,2024,Buah,Salak,108.0,False,Lainnya,Rendah,432.0,5616.0
Bolaang Mongondow Selatan,2024,Buah,Salak,115.0,False,Lainnya,Rendah,460.0,5980.0
Bolaang Mongondow Timur,2024,Buah,Salak,31.0,False,Lainnya,Sangat Rendah,124.0,1612.0
Kota Manado,2024,Buah,Salak,57.0,False,Lainnya,Sangat Rendah,228.0,2964.0
Kota Bitung,2024,Buah,Salak,76.0,False,Lainnya,Sangat Rendah,304.0,3952.0
Kota Tomohon,2024,Buah,Salak,123.0,False,Lainnya,Rendah,492.0,6396.0
Kota Kotamobagu,2024,Buah,Salak,121.0,False,Lainnya,Rendah,484.0,6292.0
Banggai Kepulauan,2024,Buah,Salak,97.0,False,Lainnya,Sangat Rendah,388.0,5044.0
Banggai,2024,Buah,Salak,292.0,False,Lainnya,Rendah,1168.0,15184.0
Morowali,2024,Buah,Salak,50.0,False,Lainnya,Sangat Rendah,200.0,2600.0
Poso,2024,Buah,Salak,105.0,False,Lainnya,Rendah,420.0,5460.0
Donggala,2024,Buah,Salak,94.0,False,Lainnya,Sangat Rendah,376.0,4888.0
Toli-Toli,2024,Buah,Salak,42.0,False,Lainnya,Sangat Rendah,168.0,2184.0
Buol,2024,Buah,Salak,48.0,False,Lainnya,Sangat Rendah,192.0,2496.0
Parigi Moutong,2024,Buah,Salak,103.0,False,Lainnya,Rendah,412.0,5356.0
Tojo Una-Una,2024,Buah,Salak,66.0,False,Lainnya,Sangat Rendah,264.0,3432.0
Sigi,2024,Buah,Salak,53.0,False,Lainnya,Sangat Rendah,212.0,2756.0
Banggai Laut,2024,Buah,Salak,169.0,False,Lainnya,Rendah,676.0,8788.0
Morowali Utara,2024,Buah,Salak,98.0,False,Lainnya,Sangat Rendah,392.0,5096.0
Kota Palu,2024,Buah,Salak,135.0,False,Lainnya,Rendah,540.0,7020.0
Kepulauan Selayar,2024,Buah,Salak,62.0,False,Lainnya,Sangat Rendah,248.0,3224.0
Bulukumba,2024,Buah,Salak,25.0,False,Lainnya,Sangat Rendah,100.0,1300.0
Bantaeng,2024,Buah,Salak,39.0,False,Lainnya,Sangat Rendah,156.0,2028.0
Jeneponto,2024,Buah,Salak,21.0,False,Lainnya,Sangat Rendah,84.0,1092.0
Takalar,2024,Buah,Salak,74.0,False,Lainnya,Sangat Rendah,296.0,3848.0
Gowa,2024,Buah,Salak,177.0,False,Lainnya,Rendah,708.0,9204.0
Sinjai,2024,Buah,Salak,45.0,False,Lainnya,Sangat Rendah,180.0,2340.0
Maros,2024,Buah,Salak,114.0,False,Lainnya,Rendah,456.0,5928.0
Pangkajene dan Kepulauan,2024,Buah,Salak,120.0,False,Lainnya,Rendah,480.0,6240.0
Barru,2024,Buah,Salak,37.0,False,Lainnya,Sangat Rendah,148.0,1924.0
Bone,2024,Buah,Salak,10.0,False,Lainnya,Sangat Rendah,40.0,520.0
Soppeng,2024,Buah,Salak,19.0,False,Lainnya,Sangat Rendah,76.0,988.0
Wajo,2024,Buah,Salak,53.0,False,Lainnya,Sangat Rendah,212.0,2756.0
Sidenreng Rappang,2024,Buah,Salak,72.0,False,Lainnya,Sangat Rendah,288.0,3744.0
Pinrang,2024,Buah,Salak,115.0,False,Lainnya,Rendah,460.0,5980.0
Enrekang,2024,Buah,Salak,82.0,False,Lainnya,Sangat Rendah,328.0,4264.0
Luwu,2024,Buah,Salak,58.0,False,Lainnya,Sangat Rendah,232.0,3016.0
Tana Toraja,2024,Buah,Salak,28.0,False,Lainnya,Sangat Rendah,112.0,1456.0
Luwu Utara,2024,Buah,Salak,191.0,False,Lainnya,Rendah,764.0,9932.0
Luwu Timur,2024,Buah,Salak,93.0,False,Lainnya,Sangat Rendah,372.0,4836.0
Toraja Utara,2024,Buah,Salak,16.0,False,Lainnya,Sangat Rendah,64.0,832.0
Kota Makasar,2024,Buah,Salak,59.0,False,Lainnya,Sangat Rendah,236.0,3068.0
Kota Parepare,2024,Buah,Salak,38.0,False,Lainnya,Sangat Rendah,152.0,1976.0
Kota Palopo,2024,Buah,Salak,73.0,False,Lainnya,Sangat Rendah,292.0,3796.0
Buton,2024,Buah,Salak,69.0,False,Lainnya,Sangat Rendah,276.0,3588.0
Muna,2024,Buah,Salak,2.0,False,Lainnya,Sangat Rendah,8.0,104.0
Konawe,2024,Buah,Salak,95.0,False,Lainnya,Sangat Rendah,380.0,4940.0
Kolaka,2024,Buah,Salak,405.0,False,Lainnya,Rendah,1620.0,21060.0
Konawe Selatan,2024,Buah,Salak,77.0,False,Lainnya,Sangat Rendah,308.0,4004.0
Bombana,2024,Buah,Salak,71.0,False,Lainnya,Sangat Rendah,284.0,3692.0
Wakatobi,2024,Buah,Salak,18.0,False,Lainnya,Sangat Rendah,72.0,936.0
Kolaka Utara,2024,Buah,Salak,139.0,False,Lainnya,Rendah,556.0,7228.0
Buton Utara,2024,Buah,Salak,163.0,False,Lainnya,Rendah,652.0,8476.0
Konawe Utara,2024,Buah,Salak,80.0,False,Lainnya,Sangat Rendah,320.0,4160.0
Kolaka Timur,2024,Buah,Salak,38.0,False,Lainnya,Sangat Rendah,152.0,1976.0
Konawe Kepulauan,2024,Buah,Salak,252.0,False,Lainnya,Rendah,1008.0,13104.0
Muna Barat,2024,Buah,Salak,24.0,False,Lainnya,Sangat Rendah,96.0,1248.0
Buton Tengah,2024,Buah,Salak,15.0,False,Lainnya,Sangat Rendah,60.0,780.0
Buton Selatan,2024,Buah,Salak,80.0,False,Lainnya,Sangat Rendah,320.0,4160.0
Kota Kendari,2024,Buah,Salak,12.0,False,Lainnya,Sangat Rendah,48.0,624.0
Kota Baubau,2024,Buah,Salak,7.0,False,Lainnya,Sangat Rendah,28.0,364.0
Boalemo,2024,Buah,Salak,54.0,False,Lainnya,Sangat Rendah,216.0,2808.0
Gorontalo,2024,Buah,Salak,44.0,False,Lainnya,Sangat Rendah,176.0,2288.0
Pohuwato,2024,Buah,Salak,30.0,False,Lainnya,Sangat Rendah,120.0,1560.0
Bone Bolango,2024,Buah,Salak,17.0,False,Lainnya,Sangat Rendah,68.0,884.0
Gorontalo Utara,2024,Buah,Salak,19.0,False,Lainnya,Sangat Rendah,76.0,988.0
Kota Gorontalo,2024,Buah,Salak,28.0,False,Lainnya,Sangat Rendah,112.0,1456.0
Majene,2024,Buah,Salak,24.0,False,Lainnya,Sangat Rendah,96.0,1248.0
Polewali Mandar,2024,Buah,Salak,47.0,False,Lainnya,Sangat Rendah,188.0,2444.0
Mamasa,2024,Buah,Salak,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Mamuju,2024,Buah,Salak,78.0,False,Lainnya,Sangat Rendah,312.0,4056.0
Mamuju Utara,2024,Buah,Salak,34.0,False,Lainnya,Sangat Rendah,136.0,1768.0
Mamuju Tengah,2024,Buah,Salak,75.0,False,Lainnya,Sangat Rendah,300.0,3900.0
Maluku Tenggara Barat,2024,Buah,Salak,8.0,False,Lainnya,Sangat Rendah,32.0,416.0
